Anonymised Name,Data Centre Type (Derived),Cleansed Voltage Level,Datetime (Local),Overall Data Centre Half Hourly Utilisation
Data Centre #11,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,0.52
Data Centre #33,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,24.77
Data Centre #22,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,35.61
Data Centre #56,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,15.709999999999999
Data Centre #55,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,29.13
Data Centre #69,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,68.06
Data Centre #4,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,3.8699999999999997
Data Centre #80,Co-located,Low Voltage Import,2024-01-28T18:30:00+00:00,16.63
Data Centre #68,Co-located,Low Voltage Import,2024-01-28T18:30:00+00:00,30.520000000000003
Data Centre #73,Co-located,Low Voltage Import,2024-01-28T18:30:00+00:00,3.53
Data Centre #62,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,32.28
Data Centre #53,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,38.16
Data Centre #59,Enterprise,High Voltage Import,2024-01-28T18:30:00+00:00,45.81
Data Centre #28,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,6.99
Data Centre #72,Co-located,Low Voltage Import,2024-01-28T18:30:00+00:00,56.13
Data Centre #10,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,10.96
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-28T18:30:00+00:00,0.19
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-28T18:30:00+00:00,25.540000000000003
Data Centre #43,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,24.240000000000002
Data Centre #35,Enterprise,High Voltage Import,2024-01-28T18:30:00+00:00,0.88
Data Centre #11,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,29.62
Data Centre #29,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,20.200000000000003
Data Centre #15,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,0.0
Data Centre #31,Enterprise,High Voltage Import,2024-01-28T18:30:00+00:00,3.51
Data Centre #40,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,0.0
Data Centre #32,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,56.18
Data Centre #51,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,1.37
Data Centre #75,Co-located,Low Voltage Import,2024-01-28T18:30:00+00:00,39.800000000000004
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-28T18:30:00+00:00,0.0
Data Centre #39,Co-located,High Voltage Import,2024-01-28T18:30:00+00:00,0.0
Data Centre #37,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,0.0
Data Centre #74,Enterprise,Low Voltage Import,2024-01-28T19:00:00+00:00,2.03
Data Centre #17,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,14.08
Data Centre #72,Co-located,Low Voltage Import,2024-01-28T19:00:00+00:00,56.699999999999996
Data Centre #13,Enterprise,High Voltage Import,2024-01-28T19:00:00+00:00,6.819999999999999
Data Centre #44,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,28.68
Data Centre #35,Enterprise,High Voltage Import,2024-01-28T19:00:00+00:00,0.88
Data Centre #67,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,29.38
Data Centre #38,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,0.0
Data Centre #10,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,0.43
Data Centre #56,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,16.29
Data Centre #23,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,23.52
Data Centre #20,Enterprise,High Voltage Import,2024-01-28T19:00:00+00:00,18.66
Data Centre #22,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,35.69
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-28T19:00:00+00:00,21.3
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-28T19:00:00+00:00,4.43
Data Centre #61,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,5.08
Data Centre #46,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,12.870000000000001
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-28T19:00:00+00:00,34.93
Data Centre #41,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,0.0
Data Centre #73,Co-located,Low Voltage Import,2024-01-28T19:00:00+00:00,3.55
Data Centre #51,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,1.39
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-28T19:00:00+00:00,5.72
Data Centre #29,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,20.150000000000002
Data Centre #71,Co-located,Low Voltage Import,2024-01-28T19:00:00+00:00,30.130000000000003
Data Centre #4,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,14.14
Data Centre #31,Enterprise,High Voltage Import,2024-01-28T19:00:00+00:00,3.17
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-28T19:00:00+00:00,0.0
Data Centre #49,Enterprise,High Voltage Import,2024-01-28T19:00:00+00:00,65.09
Data Centre #78,Co-located,Low Voltage Import,2024-01-28T19:00:00+00:00,7.670000000000001
Data Centre #57,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,66.7
Data Centre #28,Co-located,High Voltage Import,2024-01-28T19:00:00+00:00,7.01
Data Centre #29,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,9.27
Data Centre #76,Co-located,Low Voltage Import,2024-01-28T19:30:00+00:00,20.53
Data Centre #34,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,21.16
Data Centre #70,Co-located,Low Voltage Import,2024-01-28T19:30:00+00:00,23.599999999999998
Data Centre #29,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,20.200000000000003
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-28T19:30:00+00:00,4.38
Data Centre #77,Enterprise,Low Voltage Import,2024-01-28T19:30:00+00:00,17.599999999999998
Data Centre #80,Co-located,Low Voltage Import,2024-01-28T19:30:00+00:00,17.25
Data Centre #31,Enterprise,High Voltage Import,2024-01-28T19:30:00+00:00,3.27
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-28T19:30:00+00:00,5.72
Data Centre #46,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,12.479999999999999
Data Centre #5,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,19.62
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-28T19:30:00+00:00,34.89
Data Centre #45,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,30.620000000000005
Data Centre #23,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,23.3
Data Centre #50,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,18.26
Data Centre #27,Enterprise,High Voltage Import,2024-01-28T19:30:00+00:00,44.78
Data Centre #74,Enterprise,Low Voltage Import,2024-01-28T19:30:00+00:00,2.13
Data Centre #21,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,16.23
Data Centre #35,Enterprise,High Voltage Import,2024-01-28T19:30:00+00:00,0.88
Data Centre #32,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,56.11000000000001
Data Centre #53,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,38.32
Data Centre #26,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,41.959999999999994
Data Centre #60,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,30.209999999999997
Data Centre #11,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,29.709999999999997
Data Centre #57,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,57.879999999999995
Data Centre #49,Enterprise,High Voltage Import,2024-01-28T19:30:00+00:00,63.57000000000001
Data Centre #69,Co-located,High Voltage Import,2024-01-28T19:30:00+00:00,68.10000000000001
Data Centre #61,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,5.0
Data Centre #70,Co-located,Low Voltage Import,2024-01-28T20:00:00+00:00,23.7
Data Centre #11,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,0.52
Data Centre #33,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,24.94
Data Centre #52,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,2.0500000000000003
Data Centre #57,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,66.82000000000001
Data Centre #4,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,14.11
Data Centre #10,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,11.07
Data Centre #10,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,0.43
Data Centre #68,Co-located,Low Voltage Import,2024-01-28T20:00:00+00:00,30.099999999999998
Data Centre #13,Enterprise,High Voltage Import,2024-01-28T20:00:00+00:00,6.76
Data Centre #40,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,0.0
Data Centre #5,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,19.650000000000002
Data Centre #14,Enterprise,High Voltage Import,2024-01-28T20:00:00+00:00,34.65
Data Centre #56,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,15.709999999999999
Data Centre #17,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,14.04
Data Centre #29,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,20.18
Data Centre #58,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,8.39
Data Centre #84,Co-located,Low Voltage Import,2024-01-28T20:00:00+00:00,10.6
Data Centre #66,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,25.779999999999998
Data Centre #44,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,28.95
Data Centre #27,Enterprise,High Voltage Import,2024-01-28T20:00:00+00:00,44.54
Data Centre #17,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,20.96
Data Centre #39,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,0.0
Data Centre #78,Co-located,Low Voltage Import,2024-01-28T20:00:00+00:00,7.670000000000001
Data Centre #30,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,32.5
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-28T20:00:00+00:00,34.93
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-28T20:00:00+00:00,4.41
Data Centre #29,Co-located,High Voltage Import,2024-01-28T20:00:00+00:00,9.21
Data Centre #81,Co-located,Low Voltage Import,2024-01-28T20:00:00+00:00,32.0
Data Centre #36,Enterprise,High Voltage Import,2024-01-28T20:00:00+00:00,25.35
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-28T20:30:00+00:00,34.97
Data Centre #27,Enterprise,High Voltage Import,2024-01-28T20:30:00+00:00,44.85
Data Centre #75,Co-located,Low Voltage Import,2024-01-28T20:30:00+00:00,39.6
Data Centre #54,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,0.13999999999999999
Data Centre #22,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,35.620000000000005
Data Centre #58,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,8.309999999999999
Data Centre #84,Co-located,Low Voltage Import,2024-01-28T20:30:00+00:00,10.8
Data Centre #41,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,0.0
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-28T20:30:00+00:00,5.680000000000001
Data Centre #49,Enterprise,High Voltage Import,2024-01-28T20:30:00+00:00,64.5
Data Centre #65,Co-located,Low Voltage Import,2024-01-28T20:30:00+00:00,2.22
Data Centre #47,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,12.91
Data Centre #80,Co-located,Low Voltage Import,2024-01-28T20:30:00+00:00,16.88
Data Centre #68,Co-located,Low Voltage Import,2024-01-28T20:30:00+00:00,30.080000000000002
Data Centre #23,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,23.62
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-28T20:30:00+00:00,25.36
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-28T20:30:00+00:00,27.839999999999996
Data Centre #51,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,1.3599999999999999
Data Centre #46,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,12.629999999999999
Data Centre #77,Enterprise,Low Voltage Import,2024-01-28T20:30:00+00:00,17.119999999999997
Data Centre #50,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,17.669999999999998
Data Centre #13,Enterprise,High Voltage Import,2024-01-28T20:30:00+00:00,20.03
Data Centre #55,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,28.939999999999998
Data Centre #74,Enterprise,Low Voltage Import,2024-01-28T20:30:00+00:00,2.4299999999999997
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-28T20:30:00+00:00,0.18
Data Centre #12,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,52.42
Data Centre #44,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,28.62
Data Centre #28,Co-located,High Voltage Import,2024-01-28T20:30:00+00:00,7.06
Data Centre #36,Enterprise,High Voltage Import,2024-01-28T20:30:00+00:00,24.83
Data Centre #21,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,16.29
Data Centre #33,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,25.15
Data Centre #29,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,20.16
Data Centre #17,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,13.96
Data Centre #80,Co-located,Low Voltage Import,2024-01-28T21:00:00+00:00,16.88
Data Centre #57,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,65.25
Data Centre #10,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,0.43
Data Centre #65,Co-located,Low Voltage Import,2024-01-28T21:00:00+00:00,2.22
Data Centre #44,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,28.58
Data Centre #40,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,0.0
Data Centre #22,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,35.699999999999996
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-28T21:00:00+00:00,0.18
Data Centre #32,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,56.25
Data Centre #29,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,9.2
Data Centre #13,Enterprise,High Voltage Import,2024-01-28T21:00:00+00:00,20.22
Data Centre #72,Co-located,Low Voltage Import,2024-01-28T21:00:00+00:00,56.55
Data Centre #46,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,12.8
Data Centre #69,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,68.26
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-28T21:00:00+00:00,4.390000000000001
Data Centre #68,Co-located,Low Voltage Import,2024-01-28T21:00:00+00:00,30.959999999999997
Data Centre #42,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,18.67
Data Centre #4,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,14.149999999999999
Data Centre #23,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,23.400000000000002
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-28T21:00:00+00:00,25.41
Data Centre #25,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,1.95
Data Centre #27,Enterprise,High Voltage Import,2024-01-28T21:00:00+00:00,44.99
Data Centre #84,Co-located,Low Voltage Import,2024-01-28T21:00:00+00:00,10.6
Data Centre #12,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,52.6
Data Centre #63,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,6.329999999999999
Data Centre #49,Enterprise,High Voltage Import,2024-01-28T21:00:00+00:00,65.14
Data Centre #39,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,0.0
Data Centre #26,Co-located,High Voltage Import,2024-01-28T21:00:00+00:00,41.97
Data Centre #69,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,67.74
Data Centre #12,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,52.32
Data Centre #29,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,20.24
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-28T21:30:00+00:00,0.18
Data Centre #30,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,32.66
Data Centre #46,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,12.68
Data Centre #62,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,31.819999999999997
Data Centre #56,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,16.950000000000003
Data Centre #50,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,18.25
Data Centre #72,Co-located,Low Voltage Import,2024-01-28T21:30:00+00:00,56.10000000000001
Data Centre #38,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,0.0
Data Centre #60,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,30.04
Data Centre #75,Co-located,Low Voltage Import,2024-01-28T21:30:00+00:00,39.4
Data Centre #43,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,24.15
Data Centre #15,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,0.0
Data Centre #10,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,10.879999999999999
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-28T21:30:00+00:00,0.0
Data Centre #4,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,3.8699999999999997
Data Centre #17,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,13.96
Data Centre #17,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,20.919999999999998
Data Centre #11,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,29.5
Data Centre #32,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,56.11000000000001
Data Centre #25,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,1.95
Data Centre #48,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,12.06
Data Centre #34,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,20.64
Data Centre #28,Co-located,High Voltage Import,2024-01-28T21:30:00+00:00,6.950000000000001
Data Centre #68,Co-located,Low Voltage Import,2024-01-28T22:00:00+00:00,30.8
Data Centre #57,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,63.349999999999994
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-28T22:00:00+00:00,5.6899999999999995
Data Centre #49,Enterprise,High Voltage Import,2024-01-28T22:00:00+00:00,63.63999999999999
Data Centre #40,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,0.0
Data Centre #28,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,6.859999999999999
Data Centre #36,Enterprise,High Voltage Import,2024-01-28T22:00:00+00:00,26.090000000000003
Data Centre #47,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,12.67
Data Centre #73,Co-located,Low Voltage Import,2024-01-28T22:00:00+00:00,3.4000000000000004
Data Centre #77,Enterprise,Low Voltage Import,2024-01-28T22:00:00+00:00,17.04
Data Centre #30,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,32.78
Data Centre #46,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,12.23
Data Centre #10,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,0.42
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-28T22:00:00+00:00,0.18
Data Centre #24,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,18.19
Data Centre #50,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,17.98
Data Centre #22,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,35.72
Data Centre #48,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,12.030000000000001
Data Centre #12,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,52.65
Data Centre #4,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,3.9
Data Centre #42,Co-located,High Voltage Import,2024-01-28T22:00:00+00:00,18.59
